Vertragsnummer,Vertragsbeginn,Vertragsende,Vertragsstatus
697,2021-11-28,2022-11-28,abgelaufen
698,2021-11-29,2022-11-29,gekündigt
699,2021-11-30,,aktiv
700,2021-12-01,2022-12-01,abgelaufen
701,2021-12-02,2022-12-02,gekündigt
702,2021-12-03,,aktiv
703,2021-12-04,2022-12-04,abgelaufen
704,2021-12-05,2022-12-05,gekündigt
705,2021-12-06,,aktiv
706,2021-12-07,2022-12-07,abgelaufen
707,2021-12-08,2022-12-08,gekündigt
708,2021-12-09,,aktiv
709,2021-12-10,2022-12-10,abgelaufen
710,2021-12-11,2022-12-11,gekündigt
711,2021-12-12,,aktiv
712,2021-12-13,2022-12-13,abgelaufen
713,2021-12-14,2022-12-14,gekündigt
714,2021-12-15,,aktiv
715,2021-12-16,2022-12-16,abgelaufen
716,2021-12-17,2022-12-17,gekündigt
717,2021-12-18,,aktiv
718,2021-12-19,2022-12-19,abgelaufen
719,2021-12-20,2022-12-20,gekündigt
720,2021-12-21,,aktiv
721,2021-12-22,2022-12-22,abgelaufen
722,2021-12-23,2022-12-23,gekündigt
723,2021-12-24,,aktiv
724,2021-12-25,2022-12-25,abgelaufen
725,2021-12-26,2022-12-26,gekündigt
726,2021-12-27,,aktiv
727,2021-12-28,2022-12-28,abgelaufen
728,2021-12-29,2022-12-29,gekündigt
729,2021-12-30,,aktiv
730,2021-12-31,2022-12-31,abgelaufen
731,2022-01-01,2023-01-01,gekündigt
732,2022-01-02,,aktiv
733,2022-01-03,2023-01-03,abgelaufen
734,2022-01-04,2023-01-04,gekündigt
735,2022-01-05,,aktiv
736,2022-01-06,2023-01-06,abgelaufen
737,2022-01-07,2023-01-07,gekündigt
738,2022-01-08,,aktiv
739,2022-01-09,2023-01-09,abgelaufen
740,2022-01-10,2023-01-10,gekündigt
741,2022-01-11,,aktiv
742,2022-01-12,2023-01-12,abgelaufen
743,2022-01-13,2023-01-13,gekündigt
744,2022-01-14,,aktiv
745,2022-01-15,2023-01-15,abgelaufen
746,2022-01-16,2023-01-16,gekündigt
747,2022-01-17,,aktiv
748,2022-01-18,2023-01-18,abgelaufen
749,2022-01-19,2023-01-19,gekündigt
750,2022-01-20,,aktiv
751,2022-01-21,2023-01-21,abgelaufen
752,2022-01-22,2023-01-22,gekündigt
753,2022-01-23,,aktiv
754,2022-01-24,2023-01-24,abgelaufen
755,2022-01-25,2023-01-25,gekündigt
756,2022-01-26,,aktiv
757,2022-01-27,2023-01-27,abgelaufen
758,2022-01-28,2023-01-28,gekündigt
759,2022-01-29,,aktiv
760,2022-01-30,2023-01-30,abgelaufen
761,2022-01-31,2023-01-31,gekündigt
762,2022-02-01,,aktiv
763,2022-02-02,2023-02-02,abgelaufen
764,2022-02-03,2023-02-03,gekündigt
765,2022-02-04,,aktiv
766,2022-02-05,2023-02-05,abgelaufen
767,2022-02-06,2023-02-06,gekündigt
768,2022-02-07,,aktiv
769,2022-02-08,2023-02-08,abgelaufen
770,2022-02-09,2023-02-09,gekündigt
771,2022-02-10,,aktiv
772,2022-02-11,2023-02-11,abgelaufen
773,2022-02-12,2023-02-12,gekündigt
774,2022-02-13,,aktiv
775,2022-02-14,2023-02-14,abgelaufen
776,2022-02-15,2023-02-15,gekündigt
777,2022-02-16,,aktiv
778,2022-02-17,2023-02-17,abgelaufen
779,2022-02-18,2023-02-18,gekündigt
780,2022-02-19,,aktiv
781,2022-02-20,2023-02-20,abgelaufen
782,2022-02-21,2023-02-21,gekündigt
783,2022-02-22,,aktiv
784,2022-02-23,2023-02-23,abgelaufen
785,2022-02-24,2023-02-24,gekündigt
786,2022-02-25,,aktiv
787,2022-02-26,2023-02-26,abgelaufen
788,2022-02-27,2023-02-27,gekündigt
789,2022-02-28,,aktiv
790,2022-03-01,2023-03-01,abgelaufen
791,2022-03-02,2023-03-02,gekündigt
792,2022-03-03,,aktiv
793,2022-03-04,2023-03-04,abgelaufen
794,2022-03-05,2023-03-05,gekündigt
795,2022-03-06,,aktiv
796,2022-03-07,2023-03-07,abgelaufen
797,2022-03-08,2023-03-08,gekündigt
798,2022-03-09,,aktiv
799,2022-03-10,2023-03-10,abgelaufen
800,2022-03-11,2023-03-11,gekündigt
801,2022-03-12,,aktiv
802,2022-03-13,2023-03-13,abgelaufen
803,2022-03-14,2023-03-14,gekündigt
804,2022-03-15,,aktiv
805,2022-03-16,2023-03-16,abgelaufen
806,2022-03-17,2023-03-17,gekündigt
807,2022-03-18,,aktiv
808,2022-03-19,2023-03-19,abgelaufen
809,2022-03-20,2023-03-20,gekündigt
810,2022-03-21,,aktiv
811,2022-03-22,2023-03-22,abgelaufen
812,2022-03-23,2023-03-23,gekündigt
813,2022-03-24,,aktiv
814,2022-03-25,2023-03-25,abgelaufen
815,2022-03-26,2023-03-26,gekündigt
816,2022-03-27,,aktiv
817,2022-03-28,2023-03-28,abgelaufen
818,2022-03-29,2023-03-29,gekündigt
819,2022-03-30,,aktiv
820,2022-03-31,2023-03-31,abgelaufen
821,2022-04-01,2023-04-01,gekündigt
822,2022-04-02,,aktiv
823,2022-04-03,2023-04-03,abgelaufen
824,2022-04-04,2023-04-04,gekündigt
825,2022-04-05,,aktiv
826,2022-04-06,2023-04-06,abgelaufen
827,2022-04-07,2023-04-07,gekündigt
828,2022-04-08,,aktiv
829,2022-04-09,2023-04-09,abgelaufen
830,2022-04-10,2023-04-10,gekündigt
831,2022-04-11,,aktiv
832,2022-04-12,2023-04-12,abgelaufen
833,2022-04-13,2023-04-13,gekündigt
834,2022-04-14,,aktiv
835,2022-04-15,2023-04-15,abgelaufen
836,2022-04-16,2023-04-16,gekündigt
837,2022-04-17,,aktiv
838,2022-04-18,2023-04-18,abgelaufen
839,2022-04-19,2023-04-19,gekündigt
840,2022-04-20,,aktiv
841,2022-04-21,2023-04-21,abgelaufen
842,2022-04-22,2023-04-22,gekündigt
843,2022-04-23,,aktiv
844,2022-04-24,2023-04-24,abgelaufen
845,2022-04-25,2023-04-25,gekündigt
846,2022-04-26,,aktiv
847,2022-04-27,2023-04-27,abgelaufen
848,2022-04-28,2023-04-28,gekündigt
849,2022-04-29,,aktiv
850,2022-04-30,2023-04-30,abgelaufen
851,2022-05-01,2023-05-01,gekündigt
852,2022-05-02,,aktiv
853,2022-05-03,2023-05-03,abgelaufen
854,2022-05-04,2023-05-04,gekündigt
855,2022-05-05,,aktiv
856,2022-05-06,2023-05-06,abgelaufen
857,2022-05-07,2023-05-07,gekündigt
858,2022-05-08,,aktiv
859,2022-05-09,2023-05-09,abgelaufen
860,2022-05-10,2023-05-10,gekündigt
861,2022-05-11,,aktiv
862,2022-05-12,2023-05-12,abgelaufen
863,2022-05-13,2023-05-13,gekündigt
864,2022-05-14,,aktiv
865,2022-05-15,2023-05-15,abgelaufen
866,2022-05-16,2023-05-16,gekündigt
867,2022-05-17,,aktiv
868,2022-05-18,2023-05-18,abgelaufen
869,2022-05-19,2023-05-19,gekündigt
870,2022-05-20,,aktiv
871,2022-05-21,2023-05-21,abgelaufen
872,2022-05-22,2023-05-22,gekündigt
873,2022-05-23,,aktiv
874,2022-05-24,2023-05-24,abgelaufen
875,2022-05-25,2023-05-25,gekündigt
876,2022-05-26,,aktiv
877,2022-05-27,2023-05-27,abgelaufen
878,2022-05-28,2023-05-28,gekündigt
879,2022-05-29,,aktiv
880,2022-05-30,2023-05-30,abgelaufen
881,2022-05-31,2023-05-31,gekündigt
882,2022-06-01,,aktiv
883,2022-06-02,2023-06-02,abgelaufen
884,2022-06-03,2023-06-03,gekündigt
885,2022-06-04,,aktiv
886,2022-06-05,2023-06-05,abgelaufen
887,2022-06-06,2023-06-06,gekündigt
888,2022-06-07,,aktiv
889,2022-06-08,2023-06-08,abgelaufen
890,2022-06-09,2023-06-09,gekündigt
891,2022-06-10,,aktiv
892,2022-06-11,2023-06-11,abgelaufen
893,2022-06-12,2023-06-12,gekündigt
894,2022-06-13,,aktiv
895,2022-06-14,2023-06-14,abgelaufen
896,2022-06-15,2023-06-15,gekündigt
897,2022-06-16,,aktiv
898,2022-06-17,2023-06-17,abgelaufen
899,2022-06-18,2023-06-18,gekündigt
900,2022-06-19,,aktiv
901,2022-06-20,2023-06-20,abgelaufen
902,2022-06-21,2023-06-21,gekündigt
903,2022-06-22,,aktiv
904,2022-06-23,2023-06-23,abgelaufen
905,2022-06-24,2023-06-24,gekündigt
906,2022-06-25,,aktiv
907,2022-06-26,2023-06-26,abgelaufen
908,2022-06-27,2023-06-27,gekündigt
909,2022-06-28,,aktiv
910,2022-06-29,2023-06-29,abgelaufen
911,2022-06-30,2023-06-30,gekündigt
912,2022-07-01,,aktiv
913,2022-07-02,2023-07-02,abgelaufen
914,2022-07-03,2023-07-03,gekündigt
915,2022-07-04,,aktiv
916,2022-07-05,2023-07-05,abgelaufen
917,2022-07-06,2023-07-06,gekündigt
918,2022-07-07,,aktiv
919,2022-07-08,2023-07-08,abgelaufen
920,2022-07-09,2023-07-09,gekündigt
921,2022-07-10,,aktiv
922,2022-07-11,2023-07-11,abgelaufen
923,2022-07-12,2023-07-12,gekündigt
924,2022-07-13,,aktiv
925,2022-07-14,2023-07-14,abgelaufen
926,2022-07-15,2023-07-15,gekündigt
927,2022-07-16,,aktiv
928,2022-07-17,2023-07-17,abgelaufen
929,2022-07-18,2023-07-18,gekündigt
930,2022-07-19,,aktiv
931,2022-07-20,2023-07-20,abgelaufen
932,2022-07-21,2023-07-21,gekündigt
933,2022-07-22,,aktiv
934,2022-07-23,2023-07-23,abgelaufen
935,2022-07-24,2023-07-24,gekündigt
936,2022-07-25,,aktiv
937,2022-07-26,2023-07-26,abgelaufen
938,2022-07-27,2023-07-27,gekündigt
939,2022-07-28,,aktiv
940,2022-07-29,2023-07-29,abgelaufen
941,2022-07-30,2023-07-30,gekündigt
942,2022-07-31,,aktiv
943,2022-08-01,2023-08-01,abgelaufen
944,2022-08-02,2023-08-02,gekündigt
945,2022-08-03,,aktiv
946,2022-08-04,2023-08-04,abgelaufen
947,2022-08-05,2023-08-05,gekündigt
948,2022-08-06,,aktiv
949,2022-08-07,2023-08-07,abgelaufen
950,2022-08-08,2023-08-08,gekündigt
951,2022-08-09,,aktiv
952,2022-08-10,2023-08-10,abgelaufen
953,2022-08-11,2023-08-11,gekündigt
954,2022-08-12,,aktiv
955,2022-08-13,2023-08-13,abgelaufen
956,2022-08-14,2023-08-14,gekündigt
957,2022-08-15,,aktiv
958,2022-08-16,2023-08-16,abgelaufen
959,2022-08-17,2023-08-17,gekündigt
960,2022-08-18,,aktiv
961,2022-08-19,2023-08-19,abgelaufen
962,2022-08-20,2023-08-20,gekündigt
963,2022-08-21,,aktiv
964,2022-08-22,2023-08-22,abgelaufen
965,2022-08-23,2023-08-23,gekündigt
966,2022-08-24,,aktiv
967,2022-08-25,2023-08-25,abgelaufen
968,2022-08-26,2023-08-26,gekündigt
969,2022-08-27,,aktiv
970,2022-08-28,2023-08-28,abgelaufen
971,2022-08-29,2023-08-29,gekündigt
972,2022-08-30,,aktiv
973,2022-08-31,2023-08-31,abgelaufen
974,2022-09-01,2023-09-01,gekündigt
975,2022-09-02,,aktiv
976,2022-09-03,2023-09-03,abgelaufen
977,2022-09-04,2023-09-04,gekündigt
978,2022-09-05,,aktiv
979,2022-09-06,2023-09-06,abgelaufen
980,2022-09-07,2023-09-07,gekündigt
981,2022-09-08,,aktiv
982,2022-09-09,2023-09-09,abgelaufen
983,2022-09-10,2023-09-10,gekündigt
984,2022-09-11,,aktiv
985,2022-09-12,2023-09-12,abgelaufen
986,2022-09-13,2023-09-13,gekündigt
987,2022-09-14,,aktiv
988,2022-09-15,2023-09-15,abgelaufen
989,2022-09-16,2023-09-16,gekündigt
990,2022-09-17,,aktiv
991,2022-09-18,2023-09-18,abgelaufen
992,2022-09-19,2023-09-19,gekündigt
993,2022-09-20,,aktiv
994,2022-09-21,2023-09-21,abgelaufen
995,2022-09-22,2023-09-22,gekündigt
996,2022-09-23,,aktiv
997,2022-09-24,2023-09-24,abgelaufen
998,2022-09-25,2023-09-25,gekündigt
999,2022-09-26,,aktiv
1000,2022-09-27,2023-09-27,abgelaufen
1001,2022-09-28,2023-09-28,gekündigt
1002,2022-09-29,,aktiv
1003,2022-09-30,2023-09-30,abgelaufen
1004,2022-10-01,2023-10-01,gekündigt
1005,2022-10-02,,aktiv
1006,2022-10-03,2023-10-03,abgelaufen
1007,2022-10-04,2023-10-04,gekündigt
1008,2022-10-05,,aktiv
1009,2022-10-06,2023-10-06,abgelaufen
1010,2022-10-07,2023-10-07,gekündigt
1011,2022-10-08,,aktiv
1012,2022-10-09,2023-10-09,abgelaufen
1013,2022-10-10,2023-10-10,gekündigt
1014,2022-10-11,,aktiv
1015,2022-10-12,2023-10-12,abgelaufen
1016,2022-10-13,2023-10-13,gekündigt
1017,2022-10-14,,aktiv
1018,2022-10-15,2023-10-15,abgelaufen
1019,2022-10-16,2023-10-16,gekündigt
1020,2022-10-17,,aktiv
1021,2022-10-18,2023-10-18,abgelaufen
1022,2022-10-19,2023-10-19,gekündigt
1023,2022-10-20,,aktiv
1024,2022-10-21,2023-10-21,abgelaufen
1025,2022-10-22,2023-10-22,gekündigt
1026,2022-10-23,,aktiv
1027,2022-10-24,2023-10-24,abgelaufen
1028,2022-10-25,2023-10-25,gekündigt
1029,2022-10-26,,aktiv
1030,2022-10-27,2023-10-27,abgelaufen
1031,2022-10-28,2023-10-28,gekündigt
1032,2022-10-29,,aktiv
1033,2022-10-30,2023-10-30,abgelaufen
1034,2022-10-31,2023-10-31,gekündigt
1035,2022-11-01,,aktiv
1036,2022-11-02,2023-11-02,abgelaufen
1037,2022-11-03,2023-11-03,gekündigt
1038,2022-11-04,,aktiv
1039,2022-11-05,2023-11-05,abgelaufen
1040,2022-11-06,2023-11-06,gekündigt
1041,2022-11-07,,aktiv
1042,2022-11-08,2023-11-08,abgelaufen
1043,2022-11-09,2023-11-09,gekündigt
1044,2022-11-10,,aktiv
1045,2022-11-11,2023-11-11,abgelaufen
1046,2022-11-12,2023-11-12,gekündigt
1047,2022-11-13,,aktiv
1048,2022-11-14,2023-11-14,abgelaufen
1049,2022-11-15,2023-11-15,gekündigt
1050,2022-11-16,,aktiv
1051,2022-11-17,2023-11-17,abgelaufen
1052,2022-11-18,2023-11-18,gekündigt
1053,2022-11-19,,aktiv
1054,2022-11-20,2023-11-20,abgelaufen
1055,2022-11-21,2023-11-21,gekündigt
1056,2022-11-22,,aktiv
1057,2022-11-23,2023-11-23,abgelaufen
1058,2022-11-24,2023-11-24,gekündigt
1059,2022-11-25,,aktiv
1060,2022-11-26,2023-11-26,abgelaufen
1061,2022-11-27,2023-11-27,gekündigt
1062,2022-11-28,,aktiv
1063,2022-11-29,2023-11-29,abgelaufen
1064,2022-11-30,2023-11-30,gekündigt
1065,2022-12-01,,aktiv
1066,2022-12-02,2023-12-02,abgelaufen
1067,2022-12-03,2023-12-03,gekündigt
1068,2022-12-04,,aktiv
1069,2022-12-05,2023-12-05,abgelaufen
1070,2022-12-06,2023-12-06,gekündigt
1071,2022-12-07,,aktiv
1072,2022-12-08,2023-12-08,abgelaufen
1073,2022-12-09,2023-12-09,gekündigt
1074,2022-12-10,,aktiv
1075,2022-12-11,2023-12-11,abgelaufen
1076,2022-12-12,2023-12-12,gekündigt
1077,2022-12-13,,aktiv
1078,2022-12-14,2023-12-14,abgelaufen
1079,2022-12-15,2023-12-15,gekündigt
1080,2022-12-16,,aktiv
1081,2022-12-17,2023-12-17,abgelaufen
1082,2022-12-18,2023-12-18,gekündigt
1083,2022-12-19,,aktiv
1084,2022-12-20,2023-12-20,abgelaufen
1085,2022-12-21,2023-12-21,gekündigt
1086,2022-12-22,,aktiv
1087,2022-12-23,2023-12-23,abgelaufen
1088,2022-12-24,2023-12-24,gekündigt
1089,2022-12-25,,aktiv
1090,2022-12-26,2023-12-26,abgelaufen
1091,2022-12-27,2023-12-27,gekündigt
1092,2022-12-28,,aktiv
1093,2022-12-29,2023-12-29,abgelaufen
1094,2022-12-30,2023-12-30,gekündigt
1095,2022-12-31,,aktiv
1096,2023-01-01,2024-01-01,abgelaufen
1097,2023-01-02,2024-01-02,gekündigt
1098,2023-01-03,,aktiv
1099,2023-01-04,2024-01-04,abgelaufen
1100,2023-01-05,2024-01-05,gekündigt
1101,2023-01-06,,aktiv
1102,2023-01-07,2024-01-07,abgelaufen
1103,2023-01-08,2024-01-08,gekündigt
1104,2023-01-09,,aktiv
1105,2023-01-10,2024-01-10,abgelaufen
1106,2023-01-11,2024-01-11,gekündigt
1107,2023-01-12,,aktiv
1108,2023-01-13,2024-01-13,abgelaufen
1109,2023-01-14,2024-01-14,gekündigt
1110,2023-01-15,,aktiv
1111,2023-01-16,2024-01-16,abgelaufen
1112,2023-01-17,2024-01-17,gekündigt
1113,2023-01-18,,aktiv
1114,2023-01-19,2024-01-19,abgelaufen
1115,2023-01-20,2024-01-20,gekündigt
1116,2023-01-21,,aktiv
1117,2023-01-22,2024-01-22,abgelaufen
1118,2023-01-23,2024-01-23,gekündigt
1119,2023-01-24,,aktiv
1120,2023-01-25,2024-01-25,abgelaufen
1121,2023-01-26,2024-01-26,gekündigt
1122,2023-01-27,,aktiv
1123,2023-01-28,2024-01-28,abgelaufen
1124,2023-01-29,2024-01-29,gekündigt
1125,2023-01-30,,aktiv
1126,2023-01-31,2024-01-31,abgelaufen
1127,2023-02-01,2024-02-01,gekündigt
1128,2023-02-02,,aktiv
1129,2023-02-03,2024-02-03,abgelaufen
1130,2023-02-04,2024-02-04,gekündigt
1131,2023-02-05,,aktiv
1132,2023-02-06,2024-02-06,abgelaufen
1133,2023-02-07,2024-02-07,gekündigt
1134,2023-02-08,,aktiv
1135,2023-02-09,2024-02-09,abgelaufen
1136,2023-02-10,2024-02-10,gekündigt
1137,2023-02-11,,aktiv
1138,2023-02-12,2024-02-12,abgelaufen
1139,2023-02-13,2024-02-13,gekündigt
1140,2023-02-14,,aktiv
1141,2023-02-15,2024-02-15,abgelaufen
1142,2023-02-16,2024-02-16,gekündigt
1143,2023-02-17,,aktiv
1144,2023-02-18,2024-02-18,abgelaufen
1145,2023-02-19,2024-02-19,gekündigt
1146,2023-02-20,,aktiv
1147,2023-02-21,2024-02-21,abgelaufen
1148,2023-02-22,2024-02-22,gekündigt
1149,2023-02-23,,aktiv
1150,2023-02-24,2024-02-24,abgelaufen
1151,2023-02-25,2024-02-25,gekündigt
1152,2023-02-26,,aktiv
1153,2023-02-27,2024-02-27,abgelaufen
1154,2023-02-28,2024-02-28,gekündigt
1155,2023-03-01,,aktiv
1156,2023-03-02,2024-03-01,abgelaufen
1157,2023-03-03,2024-03-02,gekündigt
1158,2023-03-04,,aktiv
1159,2023-03-05,2024-03-04,abgelaufen
1160,2023-03-06,2024-03-05,gekündigt
1161,2023-03-07,,aktiv
1162,2023-03-08,2024-03-07,abgelaufen
1163,2023-03-09,2024-03-08,gekündigt
1164,2023-03-10,,aktiv
1165,2023-03-11,2024-03-10,abgelaufen
1166,2023-03-12,2024-03-11,gekündigt
1167,2023-03-13,,aktiv
1168,2023-03-14,2024-03-13,abgelaufen
1169,2023-03-15,2024-03-14,gekündigt
1170,2023-03-16,,aktiv
1171,2023-03-17,2024-03-16,abgelaufen
1172,2023-03-18,2024-03-17,gekündigt
1173,2023-03-19,,aktiv
1174,2023-03-20,2024-03-19,abgelaufen
1175,2023-03-21,2024-03-20,gekündigt
1176,2023-03-22,,aktiv
1177,2023-03-23,2024-03-22,abgelaufen
1178,2023-03-24,2024-03-23,gekündigt
1179,2023-03-25,,aktiv
1180,2023-03-26,2024-03-25,abgelaufen
1181,2023-03-27,2024-03-26,gekündigt
1182,2023-03-28,,aktiv
1183,2023-03-29,2024-03-28,abgelaufen
1184,2023-03-30,2024-03-29,gekündigt
1185,2023-03-31,,aktiv
1186,2023-04-01,2024-03-31,abgelaufen
1187,2023-04-02,2024-04-01,gekündigt
1188,2023-04-03,,aktiv
1189,2023-04-04,2024-04-03,abgelaufen
1190,2023-04-05,2024-04-04,gekündigt
1191,2023-04-06,,aktiv
1192,2023-04-07,2024-04-06,abgelaufen
1193,2023-04-08,2024-04-07,gekündigt
1194,2023-04-09,,aktiv
1195,2023-04-10,2024-04-09,abgelaufen
1196,2023-04-11,2024-04-10,gekündigt
1197,2023-04-12,,aktiv
1198,2023-04-13,2024-04-12,abgelaufen
1199,2023-04-14,2024-04-13,gekündigt
1200,2023-04-15,,aktiv
1201,2023-04-16,2024-04-15,abgelaufen
1202,2023-04-17,2024-04-16,gekündigt
1203,2023-04-18,,aktiv
1204,2023-04-19,2024-04-18,abgelaufen
1205,2023-04-20,2024-04-19,gekündigt
1206,2023-04-21,,aktiv
1207,2023-04-22,2024-04-21,abgelaufen
1208,2023-04-23,2024-04-22,gekündigt
1209,2023-04-24,,aktiv
1210,2023-04-25,2024-04-24,abgelaufen
1211,2023-04-26,2024-04-25,gekündigt
1212,2023-04-27,,aktiv
1213,2023-04-28,2024-04-27,abgelaufen
1214,2023-04-29,2024-04-28,gekündigt
1215,2023-04-30,,aktiv
1216,2023-05-01,2024-04-30,abgelaufen
1217,2023-05-02,2024-05-01,gekündigt
1218,2023-05-03,,aktiv
1219,2023-05-04,2024-05-03,abgelaufen
1220,2023-05-05,2024-05-04,gekündigt
1221,2023-05-06,,aktiv
1222,2023-05-07,2024-05-06,abgelaufen
1223,2023-05-08,2024-05-07,gekündigt
1224,2023-05-09,,aktiv
1225,2023-05-10,2024-05-09,abgelaufen
1226,2023-05-11,2024-05-10,gekündigt
1227,2023-05-12,,aktiv
1228,2023-05-13,2024-05-12,abgelaufen
1229,2023-05-14,2024-05-13,gekündigt
1230,2023-05-15,,aktiv
1231,2023-05-16,2024-05-15,abgelaufen
1232,2023-05-17,2024-05-16,gekündigt
1233,2023-05-18,,aktiv
1234,2023-05-19,2024-05-18,abgelaufen
1235,2023-05-20,2024-05-19,gekündigt
1236,2023-05-21,,aktiv
1237,2023-05-22,2024-05-21,abgelaufen
1238,2023-05-23,2024-05-22,gekündigt
1239,2023-05-24,,aktiv
1240,2023-05-25,2024-05-24,abgelaufen
1241,2023-05-26,2024-05-25,gekündigt
1242,2023-05-27,,aktiv
1243,2023-05-28,2024-05-27,abgelaufen
1244,2023-05-29,2024-05-28,gekündigt
1245,2023-05-30,,aktiv
1246,2023-05-31,2024-05-30,abgelaufen
1247,2023-06-01,2024-05-31,gekündigt
1248,2023-06-02,,aktiv
1249,2023-06-03,2024-06-02,abgelaufen
1250,2023-06-04,2024-06-03,gekündigt
1251,2023-06-05,,aktiv
1252,2023-06-06,2024-06-05,abgelaufen
1253,2023-06-07,2024-06-06,gekündigt
1254,2023-06-08,,aktiv
1255,2023-06-09,2024-06-08,abgelaufen
1256,2023-06-10,2024-06-09,gekündigt
1257,2023-06-11,,aktiv
1258,2023-06-12,2024-06-11,abgelaufen
1259,2023-06-13,2024-06-12,gekündigt
1260,2023-06-14,,aktiv
1261,2023-06-15,2024-06-14,abgelaufen
1262,2023-06-16,2024-06-15,gekündigt
1263,2023-06-17,,aktiv
1264,2023-06-18,2024-06-17,abgelaufen
1265,2023-06-19,2024-06-18,gekündigt
1266,2023-06-20,,aktiv
1267,2023-06-21,2024-06-20,abgelaufen
1268,2023-06-22,2024-06-21,gekündigt
1269,2023-06-23,,aktiv
1270,2023-06-24,2024-06-23,abgelaufen
1271,2023-06-25,2024-06-24,gekündigt
1272,2023-06-26,,aktiv
1273,2023-06-27,2024-06-26,abgelaufen
1274,2023-06-28,2024-06-27,gekündigt
1275,2023-06-29,,aktiv
1276,2023-06-30,2024-06-29,abgelaufen
1277,2023-07-01,2024-06-30,gekündigt
1278,2023-07-02,,aktiv
1279,2023-07-03,2024-07-02,abgelaufen
1280,2023-07-04,2024-07-03,gekündigt
1281,2023-07-05,,aktiv
1282,2023-07-06,2024-07-05,abgelaufen
1283,2023-07-07,2024-07-06,gekündigt
1284,2023-07-08,,aktiv
1285,2023-07-09,2024-07-08,abgelaufen
1286,2023-07-10,2024-07-09,gekündigt
1287,2023-07-11,,aktiv
1288,2023-07-12,2024-07-11,abgelaufen
1289,2023-07-13,2024-07-12,gekündigt
1290,2023-07-14,,aktiv
1291,2023-07-15,2024-07-14,abgelaufen
1292,2023-07-16,2024-07-15,gekündigt
1293,2023-07-17,,aktiv
1294,2023-07-18,2024-07-17,abgelaufen
1295,2023-07-19,2024-07-18,gekündigt
1296,2023-07-20,,aktiv
1297,2023-07-21,2024-07-20,abgelaufen
1298,2023-07-22,2024-07-21,gekündigt
1299,2023-07-23,,aktiv
1300,2023-07-24,2024-07-23,abgelaufen
1301,2023-07-25,2024-07-24,gekündigt
1302,2023-07-26,,aktiv
1303,2023-07-27,2024-07-26,abgelaufen
1304,2023-07-28,2024-07-27,gekündigt
1305,2023-07-29,,aktiv
1306,2023-07-30,2024-07-29,abgelaufen
1307,2023-07-31,2024-07-30,gekündigt
1308,2023-08-01,,aktiv
1309,2023-08-02,2024-08-01,abgelaufen
1310,2023-08-03,2024-08-02,gekündigt
1311,2023-08-04,,aktiv
1312,2023-08-05,2024-08-04,abgelaufen
1313,2023-08-06,2024-08-05,gekündigt
1314,2023-08-07,,aktiv
1315,2023-08-08,2024-08-07,abgelaufen
1316,2023-08-09,2024-08-08,gekündigt
1317,2023-08-10,,aktiv
1318,2023-08-11,2024-08-10,abgelaufen
1319,2023-08-12,2024-08-11,gekündigt
1320,2023-08-13,,aktiv
1321,2023-08-14,2024-08-13,abgelaufen
1322,2023-08-15,2024-08-14,gekündigt
1323,2023-08-16,,aktiv
1324,2023-08-17,2024-08-16,abgelaufen
1325,2023-08-18,2024-08-17,gekündigt
1326,2023-08-19,,aktiv
1327,2023-08-20,2024-08-19,abgelaufen
1328,2023-08-21,2024-08-20,gekündigt
1329,2023-08-22,,aktiv
1330,2023-08-23,2024-08-22,abgelaufen
1331,2023-08-24,2024-08-23,gekündigt
1332,2023-08-25,,aktiv
1333,2023-08-26,2024-08-25,abgelaufen
1334,2023-08-27,2024-08-26,gekündigt
1335,2023-08-28,,aktiv
1336,2023-08-29,2024-08-28,abgelaufen
1337,2023-08-30,2024-08-29,gekündigt
1338,2023-08-31,,aktiv
1339,2023-09-01,2024-08-31,abgelaufen
1340,2023-09-02,2024-09-01,gekündigt
1341,2023-09-03,,aktiv
1342,2023-09-04,2024-09-03,abgelaufen
1343,2023-09-05,2024-09-04,gekündigt
1344,2023-09-06,,aktiv
1345,2023-09-07,2024-09-06,abgelaufen
1346,2023-09-08,2024-09-07,gekündigt
1347,2023-09-09,,aktiv
1348,2023-09-10,2024-09-09,abgelaufen
1349,2023-09-11,2024-09-10,gekündigt
1350,2023-09-12,,aktiv
1351,2023-09-13,2024-09-12,abgelaufen
1352,2023-09-14,2024-09-13,gekündigt
1353,2023-09-15,,aktiv
1354,2023-09-16,2024-09-15,abgelaufen
1355,2023-09-17,2024-09-16,gekündigt
1356,2023-09-18,,aktiv
1357,2023-09-19,2024-09-18,abgelaufen
1358,2023-09-20,2024-09-19,gekündigt
1359,2023-09-21,,aktiv
1360,2023-09-22,2024-09-21,abgelaufen
1361,2023-09-23,2024-09-22,gekündigt
1362,2023-09-24,,aktiv
1363,2023-09-25,2024-09-24,abgelaufen
1364,2023-09-26,2024-09-25,gekündigt
1365,2023-09-27,,aktiv
1366,2023-09-28,2024-09-27,abgelaufen
1367,2023-09-29,2024-09-28,gekündigt
1368,2023-09-30,,aktiv
1369,2023-10-01,2024-09-30,abgelaufen
1370,2023-10-02,2024-10-01,gekündigt
1371,2023-10-03,,aktiv
1372,2023-10-04,2024-10-03,abgelaufen
1373,2023-10-05,2024-10-04,gekündigt
1374,2023-10-06,,aktiv
1375,2023-10-07,2024-10-06,abgelaufen
